0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,A
1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,D
2,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,H
3,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,H
4,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,A
5,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,H
6,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,H
7,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,D
8,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,A
9,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,H
10,2,3,2.3333333333333335,0.25933333333333336,1.3333333333333333,0.0,1,0,0,3,1,2.0,0.13333333333333333,3.3333333333333335,0.0,1,0,0,3,H
11,2,1,0.3333333333333333,0.04766666666666666,1.3333333333333333,0.0,1,0,0,3,-1,0.6666666666666666,0.05566666666666667,0.6666666666666666,0.0,0,1,0,0,A
12,2,-1,1.3333333333333333,0.10266666666666667,1.6666666666666667,0.0,0,1,0,0,-1,0.6666666666666666,0.111,1.0,0.0,0,1,0,0,H
13,2,-1,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.3333333333333333,0,1,0,0,-1,0.0,0.0,0.6666666666666666,0.0,0,1,0,0,A
14,2,1,1.0,0.09999999999999999,1.3333333333333333,0.0,1,0,0,3,0,1.3333333333333333,0.074,2.6666666666666665,0.0,0,0,1,1,A
15,2,-3,0.3333333333333333,0.030333333333333334,1.3333333333333333,0.0,0,1,0,0,-1,1.3333333333333333,0.07033333333333333,2.6666666666666665,0.0,0,1,0,0,H
16,2,1,2.0,0.19999999999999998,1.0,0.0,1,0,0,3,0,0.6666666666666666,0.111,2.0,0.0,0,0,1,1,H
