0,1,2013-08-09,Montpellier,Paris SG,0,0,H,1,4,0.167,0.333,1,8,1,0,D
1,1,2013-08-10,Bordeaux,Monaco,-2,2,D,2,6,0.182,0.462,3,7,0,0,A
2,1,2013-08-10,Evian TG,Sochaux,0,0,H,8,6,0.533,0.667,5,5,0,0,D
3,1,2013-08-10,Lille,Lorient,1,-1,H,3,3,0.500,0.500,4,3,0,1,H
4,1,2013-08-10,Lyon,Nice,4,-4,H,6,5,0.500,0.455,2,5,0,0,H
5,1,2013-08-10,Nantes,Bastia,2,-2,H,3,0,0.429,0.000,2,2,1,1,H
6,1,2013-08-10,Rennes,Reims,1,-1,D,6,5,0.462,0.333,4,8,0,0,H
7,1,2013-08-10,Valenciennes,Toulouse,3,-3,H,7,1,0.368,0.500,6,0,0,1,H
8,1,2013-08-11,Ajaccio,St Etienne,-1,1,A,1,2,0.143,0.250,1,3,1,0,A
9,1,2013-08-11,Guingamp,Marseille,-2,2,A,5,7,0.385,0.438,9,3,0,0,A
10,2,2013-08-16,Sochaux,Lyon,-2,2,A,8,8,0.727,0.533,8,5,0,0,A
11,2,2013-08-17,Bastia,Valenciennes,2,-2,D,2,3,0.222,0.429,6,4,0,0,H
12,2,2013-08-17,Marseille,Evian TG,2,-2,H,3,4,0.375,0.250,3,8,0,0,H
13,2,2013-08-17,Nice,Rennes,1,-1,D,5,3,0.333,0.750,5,0,0,1,H
14,2,2013-08-17,Reims,Lille,1,-1,H,3,3,0.300,0.200,3,7,0,0,H
15,2,2013-08-17,St Etienne,Guingamp,1,-1,D,1,2,0.111,0.400,6,4,0,0,H
16,2,2013-08-17,Toulouse,Bordeaux,0,0,D,6,4,0.500,0.500,6,2,0,1,D
17,2,2013-08-18,Lorient,Nantes,1,-1,D,8,3,0.571,0.375,10,3,0,0,H
18,2,2013-08-18,Monaco,Montpellier,3,-3,H,7,3,0.538,0.600,9,1,0,1,H
19,2,2013-08-18,Paris SG,Ajaccio,0,0,A,15,1,0.405,1.000,12,1,0,0,D
20,3,2013-08-23,Monaco,Toulouse,0,0,D,5,0,0.238,0.000,4,1,0,0,D
21,3,2013-08-24,Bordeaux,Bastia,1,-1,H,5,2,0.417,0.500,2,4,0,0,H
22,3,2013-08-24,Evian TG,Rennes,-1,1,A,5,4,0.294,0.364,3,5,0,0,A
23,3,2013-08-24,Guingamp,Lorient,2,-2,H,3,5,0.300,0.455,6,5,0,0,H
24,3,2013-08-24,Lyon,Reims,-1,1,D,5,2,0.263,0.333,7,1,0,0,A
25,3,2013-08-24,Montpellier,Sochaux,1,-1,D,4,1,0.333,0.111,1,3,0,1,H
26,3,2013-08-24,Valenciennes,Marseille,-1,1,D,2,6,0.286,0.333,6,11,0,0,A
27,3,2013-08-25,Ajaccio,Nice,0,0,D,2,2,0.400,0.200,5,3,0,0,D
28,3,2013-08-25,Lille,St Etienne,1,-1,H,5,2,0.417,0.333,4,2,0,0,H
29,3,2013-08-25,Nantes,Paris SG,-1,1,A,3,6,0.231,0.462,8,6,0,0,A
30,4,2013-08-31,Bastia,Toulouse,1,-1,H,4,3,0.571,0.333,4,3,1,0,H
31,4,2013-08-31,Evian TG,Lyon,1,-1,H,5,2,0.333,0.333,3,10,0,0,H
32,4,2013-08-31,Lorient,Valenciennes,1,-1,H,3,1,0.200,0.125,6,5,0,1,H
33,4,2013-08-31,Paris SG,Guingamp,2,-2,D,7,1,0.280,0.143,13,1,0,0,H
34,4,2013-08-31,Reims,Nantes,0,0,D,2,2,0.286,0.222,4,0,0,0,D
35,4,2013-08-31,Rennes,Lille,0,0,D,2,1,0.182,0.100,2,2,0,0,D
36,4,2013-08-31,Sochaux,Ajaccio,0,0,D,5,2,0.294,0.222,5,2,0,0,D
37,4,2013-09-01,Marseille,Monaco,-1,1,H,2,4,0.200,0.333,6,10,0,0,A
38,4,2013-09-01,Nice,Montpellier,0,0,H,4,3,0.333,0.600,4,2,0,1,D
39,4,2013-09-01,St Etienne,Bordeaux,1,-1,H,5,5,0.417,0.385,4,4,0,0,H
40,5,2013-09-13,Bordeaux,Paris SG,-2,2,A,1,7,0.167,0.500,1,5,0,0,A
41,5,2013-09-14,Ajaccio,Evian TG,-1,1,A,8,5,0.444,0.417,7,5,0,0,A
42,5,2013-09-14,Guingamp,Bastia,0,0,D,5,1,0.714,0.091,1,1,0,0,D
43,5,2013-09-14,Montpellier,Reims,0,0,D,3,3,0.188,0.333,4,3,0,0,D
44,5,2013-09-14,Nantes,Sochaux,1,-1,D,5,0,0.455,0.000,3,2,0,0,H
45,5,2013-09-14,Toulouse,Marseille,0,0,D,4,8,0.200,0.533,6,5,0,0,D
46,5,2013-09-14,Valenciennes,St Etienne,-2,2,A,3,4,0.300,0.400,5,0,0,0,A
47,5,2013-09-15,Lille,Nice,-2,2,A,9,4,0.409,0.800,10,2,0,0,A
48,5,2013-09-15,Lyon,Rennes,0,0,D,6,3,0.333,0.600,8,2,0,0,D
49,5,2013-09-15,Monaco,Lorient,1,-1,H,3,0,0.273,0.000,2,1,0,0,H
50,6,2013-09-20,St Etienne,Toulouse,-1,1,H,3,6,0.167,0.545,4,5,0,0,A
51,6,2013-09-21,Bastia,Marseille,0,0,D,5,1,0.417,0.091,4,4,0,0,D
52,6,2013-09-21,Evian TG,Montpellier,0,0,A,5,3,0.417,0.375,3,1,0,1,D
53,6,2013-09-21,Reims,Guingamp,0,0,A,3,4,0.200,0.267,7,6,0,0,D
54,6,2013-09-21,Rennes,Ajaccio,2,-2,H,7,2,0.500,0.118,6,6,0,0,H
55,6,2013-09-21,Sochaux,Lille,-2,2,A,6,8,0.429,0.533,4,4,0,0,A
56,6,2013-09-22,Lorient,Bordeaux,0,0,A,10,3,0.625,0.273,3,4,0,0,D
57,6,2013-09-22,Lyon,Nantes,2,-2,D,5,2,0.455,0.222,6,4,0,0,H
58,6,2013-09-22,Nice,Valenciennes,4,-4,H,5,1,0.500,0.125,4,3,0,0,H
59,6,2013-09-22,Paris SG,Monaco,0,0,D,2,4,0.111,0.267,6,2,0,0,D
60,7,2013-09-24,Lille,Evian TG,3,-3,H,5,1,0.417,0.167,4,2,0,0,H
61,7,2013-09-24,Marseille,St Etienne,1,-1,H,5,2,0.417,0.182,8,11,0,0,H
62,7,2013-09-25,Ajaccio,Lyon,1,-1,H,3,8,0.429,0.533,1,6,0,1,H
63,7,2013-09-25,Bordeaux,Reims,0,0,D,7,3,0.350,0.333,15,4,0,0,D
64,7,2013-09-25,Guingamp,Sochaux,4,-4,H,7,6,0.500,0.400,3,2,0,0,H
65,7,2013-09-25,Monaco,Bastia,3,-3,H,9,5,0.474,0.417,10,5,0,0,H
66,7,2013-09-25,Nantes,Nice,2,-2,H,6,0,0.375,0.000,8,0,0,0,H
67,7,2013-09-25,Toulouse,Lorient,1,-1,D,4,4,0.286,0.364,6,3,0,0,H
68,7,2013-09-25,Valenciennes,Paris SG,-1,1,A,3,2,0.214,0.333,8,4,0,0,A
69,7,2013-09-26,Montpellier,Rennes,0,0,D,4,3,0.200,0.375,7,2,0,0,D
70,8,2013-09-28,Evian TG,Bordeaux,0,0,H,2,7,0.182,0.412,6,8,0,1,D
71,8,2013-09-28,Lorient,Marseille,-2,2,D,6,4,0.400,0.333,6,2,0,0,A
72,8,2013-09-28,Lyon,Lille,0,0,D,1,5,0.167,0.357,1,7,0,0,D
73,8,2013-09-28,Nice,Guingamp,1,-1,D,7,4,0.438,0.400,10,3,0,0,H
74,8,2013-09-28,Paris SG,Toulouse,2,-2,H,4,3,0.286,0.429,6,2,0,0,H
75,8,2013-09-28,Sochaux,Valenciennes,2,-2,H,5,2,0.625,0.133,4,12,0,0,H
76,8,2013-09-28,St Etienne,Bastia,0,0,H,7,2,0.350,0.500,5,1,0,0,D
77,8,2013-09-29,Ajaccio,Montpellier,0,0,D,2,7,0.200,0.583,6,6,1,1,D
78,8,2013-09-29,Reims,Monaco,0,0,D,3,7,0.231,0.438,6,7,1,0,D
79,8,2013-09-29,Rennes,Nantes,-2,2,A,4,5,0.667,0.357,2,4,0,0,A
80,9,2013-10-04,Bastia,Lorient,3,-3,H,10,2,0.667,0.222,4,6,0,1,H
81,9,2013-10-05,Guingamp,Rennes,2,-2,D,8,2,0.364,0.333,9,3,0,1,H
82,9,2013-10-05,Lille,Ajaccio,3,-3,H,6,1,0.333,0.167,8,4,0,0,H
83,9,2013-10-05,Monaco,St Etienne,1,-1,H,6,5,0.545,0.625,7,0,0,0,H
