0,1,2009-08-08,Auxerre,Sochaux,-1,1,A,2,3,0.167,0.333,6,10,0,0,A
1,1,2009-08-08,Grenoble,Marseille,-2,2,A,1,5,0.167,0.312,3,6,0,0,A
2,1,2009-08-08,Le Mans,Lyon,0,0,D,4,6,0.500,0.300,3,11,0,0,D
3,1,2009-08-08,Monaco,Toulouse,1,-1,H,6,4,0.545,0.364,8,4,1,0,H
4,1,2009-08-08,Montpellier,Paris SG,0,0,D,2,2,0.200,0.200,4,2,1,0,D
5,1,2009-08-08,Rennes,Boulogne,3,-3,H,6,4,0.400,0.308,12,4,0,0,H
6,1,2009-08-08,St Etienne,Nice,-2,2,A,5,3,0.385,0.375,8,1,0,0,A
7,1,2009-08-08,Valenciennes,Nancy,-2,2,D,2,5,0.105,0.455,10,2,1,0,A
8,1,2009-08-09,Bordeaux,Lens,3,-3,D,5,1,0.385,0.143,4,3,0,0,H
9,1,2009-08-09,Lille,Lorient,-1,1,A,6,4,0.316,0.667,15,2,0,0,A
10,2,2009-08-15,Lens,Auxerre,2,-2,H,4,2,0.500,0.167,3,5,0,0,H
11,2,2009-08-15,Lorient,Montpellier,0,0,D,5,6,0.417,0.429,2,2,0,0,D
12,2,2009-08-15,Lyon,Valenciennes,1,-1,H,9,1,0.375,0.200,5,2,0,0,H
13,2,2009-08-15,Nancy,Monaco,4,-4,H,5,8,0.714,0.421,2,6,0,0,H
14,2,2009-08-15,Paris SG,Le Mans,2,-2,D,5,5,0.385,0.556,8,6,0,0,H
15,2,2009-08-15,Sochaux,Bordeaux,-1,1,A,7,7,0.875,0.368,8,7,0,0,A
16,2,2009-08-15,Toulouse,St Etienne,2,-2,D,7,3,0.500,0.500,4,2,0,0,H
17,2,2009-08-16,Boulogne,Grenoble,1,-1,H,6,2,0.462,0.222,6,7,0,0,H
18,2,2009-08-16,Marseille,Lille,1,-1,H,4,5,0.235,0.500,6,2,0,1,H
19,2,2009-08-16,Nice,Rennes,0,0,D,4,5,0.286,0.500,5,2,0,1,D
20,3,2009-08-22,Auxerre,Lyon,-3,3,A,5,4,0.357,0.364,7,7,0,0,A
21,3,2009-08-22,Le Mans,Nancy,1,-1,H,9,2,0.429,0.286,6,3,0,0,H
22,3,2009-08-22,Monaco,Lorient,2,-2,H,6,1,0.600,0.077,4,12,0,0,H
23,3,2009-08-22,Montpellier,Sochaux,2,-2,D,3,4,0.200,0.444,5,1,0,0,H
24,3,2009-08-22,Rennes,Marseille,0,0,H,5,5,0.357,0.333,2,5,0,0,D
25,3,2009-08-22,St Etienne,Boulogne,-1,1,A,6,2,0.207,0.667,7,1,0,1,A
26,3,2009-08-22,Valenciennes,Paris SG,-1,1,A,6,10,0.300,0.714,3,2,0,0,A
27,3,2009-08-23,Bordeaux,Nice,4,-4,H,6,5,0.500,0.294,0,1,0,0,H
28,3,2009-08-23,Grenoble,Lens,-1,1,D,8,2,0.533,0.250,6,2,0,0,A
29,3,2009-08-23,Lille,Toulouse,0,0,H,5,1,0.357,0.111,10,2,0,0,D
30,4,2009-08-29,Boulogne,Auxerre,0,0,D,0,1,0.000,0.100,2,5,0,0,D
31,4,2009-08-29,Lens,Rennes,0,0,D,6,4,0.600,0.200,5,5,1,1,D
32,4,2009-08-29,Lorient,Le Mans,1,-1,D,2,3,0.182,0.231,5,7,0,0,H
33,4,2009-08-29,Lyon,Nancy,2,-2,H,4,6,0.308,0.462,6,6,0,0,H
34,4,2009-08-29,Nice,Montpellier,-3,3,A,4,6,0.200,0.429,8,2,1,0,A
35,4,2009-08-29,Sochaux,Monaco,1,-1,H,3,5,0.273,0.312,4,6,0,0,H
36,4,2009-08-29,St Etienne,Grenoble,1,-1,H,4,2,0.250,0.154,6,0,0,0,H
37,4,2009-08-30,Marseille,Bordeaux,0,0,D,3,5,0.188,0.714,4,3,0,0,D
38,4,2009-08-30,Paris SG,Lille,3,-3,H,7,6,0.700,0.353,3,8,0,0,H
39,4,2009-08-30,Toulouse,Valenciennes,-1,1,D,8,2,0.381,0.222,9,3,0,0,A
40,5,2009-09-12,Bordeaux,Grenoble,1,-1,H,3,4,0.250,0.571,3,6,0,0,H
41,5,2009-09-12,Le Mans,Marseille,-1,1,A,1,3,0.143,0.231,3,3,0,0,A
42,5,2009-09-12,Lille,Sochaux,1,-1,D,3,2,0.176,0.333,5,4,0,0,H
43,5,2009-09-12,Lyon,Lorient,1,-1,D,4,3,0.267,0.200,4,5,0,0,H
44,5,2009-09-12,Montpellier,Lens,1,-1,H,4,1,0.286,0.167,1,3,0,0,H
45,5,2009-09-12,Nancy,Toulouse,0,0,D,1,4,0.125,0.267,1,7,1,0,D
46,5,2009-09-12,Valenciennes,Boulogne,0,0,D,3,3,0.143,0.300,10,1,0,0,D
47,5,2009-09-13,Auxerre,Nice,2,-2,H,3,3,0.500,0.273,2,5,0,0,H
48,5,2009-09-13,Monaco,Paris SG,2,-2,D,4,6,0.308,0.375,7,6,0,1,H
49,5,2009-09-13,Rennes,St Etienne,1,-1,D,7,2,0.333,0.250,3,3,0,0,H
50,6,2009-09-19,Boulogne,Bordeaux,-2,2,A,1,5,0.250,0.294,6,4,0,0,A
51,6,2009-09-19,Grenoble,Rennes,-4,4,A,1,10,0.091,0.625,6,5,0,0,A
52,6,2009-09-19,Lorient,Nancy,2,-2,H,6,2,0.333,0.200,5,4,0,0,H
53,6,2009-09-19,Marseille,Montpellier,2,-2,H,4,4,0.667,0.308,3,3,0,0,H
54,6,2009-09-19,Nice,Monaco,-2,2,A,3,4,0.176,0.364,4,1,0,0,A
55,6,2009-09-19,Sochaux,Valenciennes,-3,3,H,7,7,0.389,0.500,6,4,1,0,A
56,6,2009-09-19,St Etienne,Auxerre,0,0,H,4,4,0.250,0.308,7,4,0,0,D
57,6,2009-09-20,Lens,Lille,0,0,D,2,2,0.154,0.200,5,5,0,1,D
58,6,2009-09-20,Paris SG,Lyon,0,0,H,7,5,0.500,0.455,6,4,0,0,D
59,6,2009-09-20,Toulouse,Le Mans,2,-2,H,7,6,0.368,0.316,4,11,0,0,H
60,7,2009-09-26,Auxerre,Grenoble,2,-2,D,5,4,0.455,0.444,5,5,1,1,H
61,7,2009-09-26,Lorient,Paris SG,0,0,D,5,4,0.312,0.667,1,4,0,0,D
62,7,2009-09-26,Lyon,Toulouse,1,-1,A,10,2,0.357,0.250,6,5,0,0,H
63,7,2009-09-26,Monaco,St Etienne,-1,1,A,3,2,0.375,0.250,7,2,0,0,A
64,7,2009-09-26,Montpellier,Boulogne,1,-1,D,2,0,0.091,0.000,9,3,0,0,H
65,7,2009-09-26,Nancy,Sochaux,1,-1,H,4,4,0.333,0.333,2,7,0,0,H
66,7,2009-09-26,Valenciennes,Marseille,1,-1,D,5,6,0.625,0.500,4,6,0,0,H
67,7,2009-09-27,Bordeaux,Rennes,1,-1,H,4,2,0.250,0.182,3,4,0,0,H
68,7,2009-09-27,Le Mans,Lens,3,-3,H,8,2,0.400,0.286,5,2,0,0,H
69,7,2009-09-27,Lille,Nice,0,0,D,4,1,0.286,0.125,7,2,0,0,D
70,8,2009-10-03,Grenoble,Montpellier,-1,1,A,7,3,0.412,0.333,8,8,0,0,A
71,8,2009-10-03,Lens,Lyon,-2,2,A,5,2,0.455,0.167,2,0,0,0,A
72,8,2009-10-03,Nice,Valenciennes,1,-1,A,7,3,0.500,0.750,11,1,0,1,H
73,8,2009-10-03,Paris SG,Nancy,0,0,D,4,3,0.190,0.500,7,2,0,0,D
74,8,2009-10-03,Rennes,Auxerre,-1,1,A,3,5,0.300,0.417,6,1,1,0,A
75,8,2009-10-03,Sochaux,Le Mans,1,-1,D,8,2,0.471,0.250,5,2,0,1,H
76,8,2009-10-03,St Etienne,Bordeaux,2,-2,H,4,2,0.267,0.182,3,5,0,0,H
77,8,2009-10-04,Boulogne,Lille,-1,1,H,5,5,0.500,0.357,6,11,0,0,A
78,8,2009-10-04,Marseille,Monaco,-1,1,A,6,3,0.231,0.375,10,8,0,0,A
79,8,2009-10-04,Toulouse,Lorient,-1,1,D,5,2,0.294,0.286,6,3,0,0,A
80,9,2009-10-17,Auxerre,Bordeaux,1,-1,D,2,3,0.286,0.231,3,5,0,0,H
81,9,2009-10-17,Le Mans,Boulogne,0,0,D,7,2,0.412,0.133,5,2,0,0,D
82,9,2009-10-17,Lille,Rennes,0,0,D,3,5,0.125,0.385,5,1,0,0,D
83,9,2009-10-17,Lyon,Sochaux,-2,2,A,1,3,0.077,0.333,3,5,0,0,A
84,9,2009-10-17,Montpellier,St Etienne,1,-1,D,6,4,0.333,0.500,9,2,0,1,H
85,9,2009-10-17,Nancy,Marseille,-3,3,A,1,9,0.143,0.562,4,7,0,0,A
86,9,2009-10-17,Valenciennes,Grenoble,2,-2,H,6,1,0.500,0.100,5,5,0,0,H
87,9,2009-10-18,Lorient,Nice,3,-3,H,7,1,0.350,0.111,10,0,0,1,H
88,9,2009-10-18,Monaco,Lens,2,-2,H,7,4,0.438,0.364,5,3,0,0,H
89,9,2009-10-18,Toulouse,Paris SG,1,-1,D,4,3,0.364,0.429,5,4,0,0,H
90,10,2009-10-24,Bordeaux,Le Mans,3,-3,H,4,3,0.235,0.375,8,3,0,0,H
91,10,2009-10-24,Boulogne,Monaco,-2,2,A,2,9,0.400,0.450,4,4,1,0,A
92,10,2009-10-24,Grenoble,Nancy,-1,1,D,5,2,0.312,0.667,7,3,0,0,A
93,10,2009-10-24,Nice,Lyon,3,-3,H,4,5,0.333,0.250,2,5,0,0,H
94,10,2009-10-24,Rennes,Montpellier,3,-3,H,6,3,0.375,0.250,0,1,0,0,H
95,10,2009-10-24,Sochaux,Lorient,1,-1,H,5,5,0.294,0.357,5,2,0,0,H
96,10,2009-10-24,St Etienne,Valenciennes,-2,2,A,7,4,0.350,0.400,10,3,0,0,A
97,10,2009-10-25,Auxerre,Lille,1,-1,A,8,4,0.667,0.308,6,5,0,0,H
98,10,2009-10-25,Lens,Toulouse,-2,2,A,4,4,0.400,0.286,3,8,0,0,A
99,11,2009-10-31,Auxerre,Montpellier,1,-1,H,4,7,0.364,0.389,2,8,0,1,H
100,11,2009-10-31,Bordeaux,Monaco,1,-1,D,8,3,0.381,0.273,8,8,0,0,H
101,11,2009-10-31,Boulogne,Nancy,-1,1,D,4,5,0.444,0.455,3,2,0,1,A
102,11,2009-10-31,Grenoble,Lille,-2,2,A,5,4,0.417,0.286,2,4,1,0,A
103,11,2009-10-31,Lens,Lorient,0,0,A,6,2,0.333,0.167,6,4,0,0,D
104,10,2009-10-31,Marseille,Toulouse,0,0,A,8,3,0.229,0.600,11,4,0,1,D
105,11,2009-10-31,St Etienne,Lyon,-1,1,D,4,8,0.286,0.364,4,6,0,0,A
106,11,2009-11-01,Nice,Le Mans,1,-1,H,7,2,0.438,0.182,7,1,0,1,H
107,11,2009-11-01,Rennes,Valenciennes,-3,3,D,2,4,0.143,0.667,3,2,0,0,A
