0,1,2007-08-04,Bordeaux,Lens,1,-1,H,4,2,0.308,0.500,4,4,0,1,H
1,1,2007-08-04,Caen,Nice,1,-1,D,6,4,0.375,0.286,2,3,0,0,H
2,1,2007-08-04,Lille,Lorient,0,0,D,2,3,0.333,0.600,2,2,0,0,D
3,1,2007-08-04,Monaco,St Etienne,0,0,H,5,6,0.312,0.316,5,6,0,0,D
4,1,2007-08-04,Paris SG,Sochaux,0,0,D,10,5,0.909,0.625,5,9,0,0,D
5,1,2007-08-04,Rennes,Nancy,-2,2,A,4,6,0.286,0.667,6,4,0,0,A
6,1,2007-08-04,Strasbourg,Marseille,0,0,D,3,4,0.250,0.333,6,5,0,0,D
7,1,2007-08-04,Valenciennes,Toulouse,2,-2,H,5,3,0.556,0.429,2,4,0,0,H
8,1,2007-08-05,Le Mans,Metz,1,-1,H,2,0,0.200,0.000,4,4,0,0,H
9,1,2007-08-05,Lyon,Auxerre,2,-2,H,5,3,0.312,0.333,9,3,0,0,H
10,2,2007-08-11,Auxerre,Bordeaux,-2,2,A,2,6,0.333,0.500,5,6,0,0,A
11,2,2007-08-11,Lorient,Monaco,1,-1,H,5,3,0.385,0.300,7,4,0,0,H
12,2,2007-08-11,Marseille,Rennes,0,0,D,2,2,0.182,0.182,5,4,0,0,D
13,2,2007-08-11,Nancy,Caen,1,-1,H,4,0,0.500,0.000,8,4,0,0,H
14,2,2007-08-11,Nice,Strasbourg,1,-1,D,5,3,0.357,0.375,5,6,0,1,H
15,2,2007-08-11,Sochaux,Le Mans,-2,2,D,4,11,0.250,0.524,5,4,0,0,A
16,2,2007-08-11,St Etienne,Valenciennes,2,-2,H,4,1,0.333,0.167,1,5,0,0,H
17,2,2007-08-11,Toulouse,Lyon,1,-1,D,5,1,0.333,0.125,4,4,0,1,H
18,2,2007-08-12,Lens,Paris SG,0,0,D,1,2,0.077,0.143,3,3,0,0,D
19,2,2007-08-12,Metz,Lille,-1,1,A,3,8,0.333,0.400,6,11,0,0,A
20,3,2007-08-15,Bordeaux,Le Mans,-1,1,H,1,5,0.250,0.417,2,4,1,0,A
21,3,2007-08-15,Lille,Sochaux,0,0,D,6,9,0.400,0.375,3,8,0,0,D
22,3,2007-08-15,Monaco,Metz,2,-2,H,4,2,0.400,0.286,4,5,0,0,H
23,3,2007-08-15,Paris SG,Lorient,-2,2,H,2,6,0.333,0.600,6,5,0,0,A
24,3,2007-08-15,Rennes,St Etienne,1,-1,H,2,3,0.286,0.214,3,8,0,0,H
25,3,2007-08-15,Strasbourg,Auxerre,3,-3,H,6,5,0.462,0.312,6,6,0,0,H
26,3,2007-08-15,Valenciennes,Marseille,1,-1,D,6,2,0.545,0.333,7,3,0,0,H
27,3,2007-08-16,Nancy,Nice,1,-1,D,4,4,0.250,0.250,8,4,0,0,H
28,3,2007-08-18,Auxerre,Caen,1,-1,H,7,1,0.467,0.143,10,0,0,0,H
29,4,2007-08-18,Le Mans,Lille,0,0,A,4,3,0.286,0.214,6,3,0,0,D
30,4,2007-08-18,Lorient,Lyon,1,-1,D,4,1,0.333,0.091,6,5,0,0,H
31,4,2007-08-18,Metz,Paris SG,0,0,D,3,0,0.300,0.000,4,3,0,0,D
32,4,2007-08-18,Sochaux,Monaco,-3,3,A,7,5,0.304,0.455,5,3,0,0,A
33,4,2007-08-18,St Etienne,Bordeaux,0,0,D,4,3,0.286,0.429,2,2,0,0,D
34,4,2007-08-18,Toulouse,Strasbourg,-2,2,D,5,3,0.238,0.273,3,6,0,0,A
35,3,2007-08-19,Lens,Valenciennes,0,0,D,7,2,0.304,0.125,6,5,0,0,D
36,4,2007-08-19,Marseille,Nancy,0,0,H,6,6,0.429,0.375,4,7,0,0,D
